prevalence,kappa,trial,model,repeat,generation_seed,group,generated_entities,validation_entities,amount_ks,amount_lag1_acf_error,amount_scaled_w1,gap_conditioned_mark_tv,gap_ks,gap_lag1_acf_error,gap_repeat_mi_error,gap_scaled_w1,gap_zero_rate_error,length_scaled_w1,mark_sparse_tv,short_gap_repeat_curve_l1,transition_conditioned_mark_tv
0.10,0,0,Ucal,1,2026092101,context_0,1856,6193,0.03296541728272845,0.0019958468675774785,0.06149624649417321,0.017471027477138117,0.020012917741140113,0.02892707427211931,3.580042536348901e-05,0.05148619253441716,0.0,0.012401496040440562,0.011333399055466084,0.00615684555359675,0.04848415090807129
0.10,0,0,Ucal,1,2026092101,context_1,192,653,0.029424088826048744,0.015794685759844967,0.06323813728589536,0.06083275972366731,0.032061993542744194,0.020284718513084374,0.00043369339197893376,0.05299735493986763,0.0,0.06598451856814701,0.041902895615626705,0.01934770945227,0.13897047423076148
0.10,0,0,Ucal,1,2026092101,pooled,2048,6846,0.031844919754742906,0.003336297984109517,0.06148454039466977,0.01804040274786359,0.019609086182471105,0.02811384172052371,2.8873546003121194e-05,0.05133527960562366,0.0,0.011237280152187418,0.012648399026156956,0.00546195530438472,0.04841537474564386
0.10,0,0,Ucal,2,2026092102,context_0,1856,6193,0.03350747540367377,0.004367170436256373,0.0636267140352649,0.015205898857074514,0.02114606389158391,0.028322447690495536,2.1560125023225527e-05,0.05153283919341955,0.0,0.012401496040440562,0.01013595144470826,0.0038344414149600768,0.048399094926318144
0.10,0,0,Ucal,2,2026092102,context_1,192,653,0.025205031135027478,0.001730814762185377,0.06030714529872597,0.04533202492501875,0.022376426885856837,0.03868086319007259,5.826054201873998e-05,0.052197001392508095,0.0,0.06598451856814701,0.02276777901863089,0.018274533079531193,0.1346588576313125
0.10,0,0,Ucal,2,2026092102,pooled,2048,6846,0.032047900941978624,0.003758383140594717,0.06323934084636172,0.015217788794461713,0.020370343495042798,0.02934352014182416,2.0519646902512174e-05,0.05131002430204666,0.0,0.011237280152187418,0.00904835328142268,0.003854455646400782,0.045259686270715166
0.10,0,0,Ucal,3,2026092103,context_0,1856,6193,0.03081527778593851,0.005189735757016765,0.059695004683300475,0.0213715035412646,0.024322302557678754,0.03272406059995146,2.3989524022222726e-05,0.05227477482191765,0.0,0.012401496040440562,0.016053355951909144,0.004792200568581702,0.04587400807167873
0.10,0,0,Ucal,3,2026092103,context_1,192,653,0.02844072497127692,0.03665846762700285,0.060520906976077565,0.04268486690687219,0.0303278249490182,0.02234760150514606,0.00030264709152830486,0.05172283128466271,0.0,0.06598451856814701,0.019355049473393265,0.011936887718634454,0.12728383919667277
0.10,0,0,Ucal,3,2026092103,pooled,2048,6846,0.02975581585917586,0.001183769152330775,0.05971722164956342,0.020367924721962947,0.024055144439600495,0.03175298657429103,3.604080728828211e-05,0.05186212954338186,0.0,0.011237280152187418,0.016353104637783465,0.005061770425000977,0.045541708370162234
0.10,0,0,Ucal,4,2026092104,context_0,1856,6193,0.03261823960053789,0.003700778445502367,0.06116404385383945,0.02134169885566018,0.021344775209234057,0.03587901934298972,2.99675150995738e-05,0.051730258057751055,0.0,0.012401496040440562,0.015212818031111908,0.005980998528380018,0.05123918864300095
0.10,0,0,Ucal,4,2026092104,context_1,192,653,0.032995295338057784,0.023921637926184902,0.0634583222007082,0.06065867456754195,0.029090612131404653,0.017566694311930378,0.00013586495661318073,0.05115084711992336,0.0,0.06598451856814701,0.04676363671845619,0.017490492063872726,0.14196787680500397
0.10,0,0,Ucal,4,2026092104,pooled,2048,6846,0.032577668214121225,0.0009535638152751811,0.06105144977563208,0.018703672121488935,0.02189322921069073,0.034200302478462855,4.277816728439813e-05,0.05157017704425046,0.0,0.011237280152187418,0.014453337827553538,0.004248974565755683,0.04557015763239525
0.10,0,0,E,0,2026092100,context_0,1856,6193,0.035996492700149096,0.0021388537083952383,0.0662539943073118,0.016672992545667654,0.020426328561564344,0.020807724160456134,8.316509948674995e-06,0.0514771800230367,0.0,0.012401496040440562,0.010104912793072546,0.002278090619600249,0.04879684596477358
0.10,0,0,E,0,2026092100,context_1,192,653,0.03195880552442337,0.012252518722794835,0.0616728211572311,0.0531076487476745,0.0220830497195591,0.022275969607733495,3.973867355377416e-05,0.04968435463954023,0.0,0.06598451856814701,0.036136892609027305,0.017677288519842932,0.1317310109201199
0.10,0,0,E,0,2026092100,pooled,2048,6846,0.034963413672206956,0.003065184699874917,0.06549809912642258,0.018647149569243557,0.020432245216041145,0.02094618102123512,1.1543023773890118e-05,0.0512422234154505,0.0,0.011237280152187418,0.01358744066234743,0.0025563279443600786,0.04588096142280485
0.10,0,0,E,1,2026092101,context_0,1856,6193,0.039409873371923254,0.0009730500880061582,0.06879373996141937,0.019075767690140195,0.021690487351475607,0.025287171392264704,5.166065170100146e-05,0.05219899397932365,0.0,0.012401496040440562,0.013423132441748259,0.0055724864225083475,0.04848972445910988
0.10,0,0,E,1,2026092101,context_1,192,653,0.030830242727557966,0.014617071501726387,0.06803168377061372,0.06566071426730928,0.034778769635114615,0.01269228105323654,0.0010115712536931973,0.05590170818233841,0.0,0.06598451856814701,0.04695701354549785,0.023761143100863608,0.14256421836200908
0.10,0,0,E,1,2026092101,pooled,2048,6846,0.03826119699901598,0.0022960591887713176,0.06859880543194527,0.018863703731789076,0.022929051043672488,0.02409494684991001,5.89700654125805e-05,0.05228906874466749,0.0,0.011237280152187418,0.012943376187822557,0.006312844622427325,0.04848142687444781
0.10,0,0,E,2,2026092102,context_0,1856,6193,0.04057242168730335,0.005215863218039341,0.0710752228947172,0.01640188150826545,0.020803217234420024,0.02616753940699272,1.970666630931708e-05,0.051881944175064844,0.0,0.012401496040440562,0.010766765008412133,0.002502077250258021,0.04915526313264215
0.10,0,0,E,2,2026092102,context_1,192,653,0.03378887214490245,0.003172862735736479,0.06622687137592116,0.05141775094229885,0.026931854833555202,0.03508859776383601,3.4957388553688747e-05,0.05464037580625767,0.0,0.06598451856814701,0.026338846929129682,0.010001598366347973,0.13487456889536628
0.10,0,0,E,2,2026092102,pooled,2048,6846,0.038952517506204265,0.0043985512453102735,0.07058518062008536,0.01592494647741599,0.021386829966526077,0.027034664581460657,9.143819487798303e-06,0.05190040228638685,0.0,0.011237280152187418,0.01109297576841971,0.0023681188013437316,0.04513409800601423
0.10,0,0,E,3,2026092103,context_0,1856,6193,0.037799168788812065,0.006118617457449443,0.06664884700113333,0.018455684881188372,0.0201201796790077,0.030698567284336578,5.014696108869923e-05,0.051479598663402217,0.0,0.012401496040440562,0.01216641919251804,0.005639434792222887,0.04768276849615929
0.10,0,0,E,3,2026092103,context_1,192,653,0.03696284672865646,0.03491883473869526,0.067301711495229,0.04312646161691554,0.03576137713375904,0.01846028418774985,4.862468594348066e-05,0.053965823843611,0.0,0.06598451856814701,0.01747311816779448,0.01095798828015421,0.1296590593052994
0.10,0,0,E,3,2026092103,pooled,2048,6846,0.03683368602906889,0.002194484482175939,0.06663219015782057,0.019562119665315104,0.019941630881570194,0.02955545011823034,5.100430707625733e-05,0.05132619338304792,0.0,0.011237280152187418,0.015466028298623258,0.005970553042952726,0.04594819989064432
0.10,0,0,E,4,2026092104,context_0,1856,6193,0.040329424544923054,0.003996647333380045,0.06874636019612582,0.019500693847540773,0.020967976584549075,0.03697355570486448,1.137411963223606e-05,0.05142169663435887,0.0,0.012401496040440562,0.015261135654784142,0.002965285926327236,0.049441298141244275
0.10,0,0,E,4,2026092104,context_1,192,653,0.04095457022263532,0.02132752768104574,0.06884330519935143,0.0624074647795673,0.02727942806982439,0.020215541214648053,0.00032988929214519355,0.050250425548292475,0.0,0.06598451856814701,0.047894500300391,0.01876025713027235,0.1357252793391925
0.10,0,0,E,4,2026092104,pooled,2048,6846,0.04031507736550616,0.0014876350810179755,0.06845352812976112,0.01949524636328696,0.02068821791228692,0.03543643441118409,2.8978530107742214e-05,0.05121472175258852,0.0,0.011237280152187418,0.016502900091897525,0.002830400323945737,0.04609483739646566
0.10,0,0,Ecal,0,2026092100,context_0,1856,6193,0.03601604851274526,0.002097180049807681,0.06623979392681634,0.01639928202825855,0.02040277864752149,0.02070413817093608,5.27353831521497e-06,0.05149503578931501,0.0,0.012401496040440562,0.009537778421666254,0.00545436435838092,0.04864970325008322
0.10,0,0,Ecal,0,2026092100,context_1,192,653,0.03174183872034436,0.01209840675760652,0.06172630763646573,0.05494275709398957,0.022535845734954152,0.020472067935017046,0.00017510108162205687,0.049682064318880975,0.0,0.06598451856814701,0.037438693433501154,0.008987230652161976,0.1328016411990352
0.10,0,0,Ecal,0,2026092100,pooled,2048,6846,0.03502472825690284,0.003013284341542885,0.06549639641386955,0.01791184782006813,0.020389583100000164,0.020690740865485835,7.146485254458173e-06,0.05125121655054569,0.0,0.011237280152187418,0.012942539192825593,0.005772998541539447,0.0460496925150331
0.10,0,0,Ecal,1,2026092101,context_0,1856,6193,0.03939606779379595,0.001011837121576021,0.06881841922382459,0.01931778620355554,0.0216433875233899,0.02513559319424373,5.24100963481916e-05,0.052204517518433004,0.0,0.012401496040440562,0.013628312540598708,0.008564199295348811,0.04882756054884161
0.10,0,0,Ecal,1,2026092101,context_1,192,653,0.031047209531636977,0.014752687894242321,0.0680698832769805,0.06431014739940001,0.03432597361971956,0.014305961074762022,0.0007111121568561311,0.05554545236184354,0.0,0.06598451856814701,0.04522127911286602,0.02081845208110358,0.14241601254294067
0.10,0,0,Ecal,1,2026092101,pooled,2048,6846,0.03826119699901598,0.0023435345094928303,0.06862524974800142,0.018840651072190507,0.022843726811590526,0.024110907444769653,5.0773298219478026e-05,0.052279999076469644,0.0,0.011237280152187418,0.012587953441771863,0.007800504150706707,0.048467620334226406
0.10,0,0,Ecal,2,2026092102,context_0,1856,6193,0.04048216694328838,0.005232274830935854,0.07107888094886798,0.016621890864075162,0.02103871637484822,0.02629083351947055,8.31017401969667e-06,0.051945115731831075,0.0,0.012401496040440562,0.010924710810438349,0.003260437929250213,0.049368358940282145
0.10,0,0,Ecal,2,2026092102,context_1,192,653,0.03378887214490245,0.003068233962421601,0.06618854663748151,0.05120875095641506,0.026904387039807465,0.03490802458770116,5.1258134549632384e-05,0.054566239591559006,0.0,0.06598451856814701,0.02655581373320864,0.012264557130582813,0.1343377400445152
0.10,0,0,Ecal,2,2026092102,pooled,2048,6846,0.03889120292150838,0.004423187907387152,0.07058444571032736,0.01590090868611798,0.021578809488710382,0.027127972236185946,1.9975419824993005e-06,0.05196080643070058,0.0,0.011237280152187418,0.011263475547220937,0.002598712382082062,0.044960397121018986
0.10,0,0,Ecal,3,2026092103,context_0,1856,6193,0.03775404141680461,0.006174257367518153,0.06665649383233392,0.019059506502778687,0.020096629764964957,0.03129497902581678,6.6281870212406e-05,0.051492059478334955,0.0,0.012401496040440562,0.012883993588773837,0.006286844912888617,0.04775307986427695
0.10,0,0,Ecal,3,2026092103,context_1,192,653,0.03696284672865646,0.03479029328199315,0.067208358777548,0.04351876504730466,0.036214173149154094,0.018209173753178237,5.069916161745875e-06,0.054154046077772106,0.0,0.06598451856814701,0.01809984647665116,0.012065219056188917,0.12924572709828253
0.10,0,0,Ecal,3,2026092103,pooled,2048,6846,0.03677237144437301,0.002256143061438373,0.06663045255858877,0.01995929807554379,0.019920299823549703,0.030073598483839628,6.774533102397659e-05,0.051339520629303206,0.0,0.011237280152187418,0.016033047638974625,0.0062080987438536865,0.046263884604728335
0.10,0,0,Ecal,4,2026092104,context_0,1856,6193,0.04030686085891927,0.003967590607227301,0.06872816062253546,0.019801977257292252,0.020873776928377774,0.036887864391785555,1.9500449776636982e-05,0.05143797774813698,0.0,0.012401496040440562,0.015599590944840319,0.006888226443899375,0.04984203609588357
0.10,0,0,Ecal,4,2026092104,context_1,192,653,0.040981639097578904,0.021162606770621713,0.06878939412830894,0.0625001590333318,0.027505826077521917,0.02012835301015309,0.00031598304934844193,0.050261715277441256,0.0,0.06598451856814701,0.04746056669223307,0.022184139800714868,0.13672769141656252
0.10,0,0,Ecal,4,2026092104,pooled,2048,6846,0.040294639170607494,0.0014762037477000904,0.06843976340715371,0.019941467955281587,0.02060289368020496,0.03535282727571924,3.9704526019682156e-05,0.0512287716366965,0.0,0.011237280152187418,0.0169321021847687,0.004791914642508986,0.04608001831375311
0.10,0,1,U,0,2026092200,context_0,1861,6193,0.04727905723881792,0.004340524974449822,0.07562066576437039,0.016828381268758186,0.023099751775720434,0.018635736378322942,0.00012584672753543932,0.052386636293814404,0.0,0.01499754060090898,0.009474370472569275,0.006554632309050114,0.04818337998819927
0.10,0,1,U,0,2026092200,context_1,187,653,0.05351948134174156,0.016322987534802942,0.07571425258582866,0.050219890622735824,0.02574780089172346,0.006519417227809021,0.0014476477355004468,0.05215287701241846,0.0,0.02268018442236983,0.03408744063735295,0.02095298831364382,0.1313538597129858
0.10,0,1,U,0,2026092200,pooled,2048,6846,0.04704089932983618,0.005443932750062791,0.07561327954606506,0.016625397477320492,0.023217489338140496,0.01750539522010887,0.00013578876692594503,0.05220404390626696,0.0,0.014722275239418995,0.010248753564363541,0.0070885393693395716,0.046132908466308194
0.10,0,1,U,1,2026092201,context_0,1861,6193,0.04522958447033393,0.0023363500924191726,0.07401382865348032,0.018778366611791834,0.02540400650060637,0.022281701414099506,5.273671602136856e-05,0.05317019338989187,0.0,0.01499754060090898,0.01137937004846154,0.0046433904367838,0.05039310181760905
0.10,0,1,U,1,2026092201,context_1,187,653,0.05337665583972773,0.019422273807006084,0.0823761525773125,0.046174294360294355,0.02394392145920865,0.016901116395068333,0.000403202271797543,0.05048794410933345,0.0,0.02268018442236983,0.029161847192427953,0.012614154422390967,0.13648415796238028
0.10,0,1,U,1,2026092201,pooled,2048,6846,0.04576108191886741,0.0003349343342195875,0.07474117904029241,0.018445388324706123,0.024592248755242463,0.02183067335940768,5.634858049378859e-05,0.05261066764456081,0.0,0.014722275239418995,0.013810910272940435,0.0031442020060012555,0.04856227116440916
0.10,0,1,U,2,2026092202,context_0,1861,6193,0.043083640163569525,0.00357828755363064,0.07516726334630956,0.01742550853806048,0.019468804936506157,0.015408123423435782,6.0594671636653706e-05,0.051410074303332366,0.0,0.01499754060090898,0.007550872669599034,0.004445232281240578,0.049810952973449285
0.10,0,1,U,2,2026092202,context_1,187,653,0.0319684888647736,0.014707408573457594,0.06429691817950259,0.05175226734427215,0.03448246682404016,0.012993057401004343,0.00024574466959511405,0.05316050977161348,0.0,0.02268018442236983,0.033813079514119805,0.015244100191008341,0.1308659846503276
0.10,0,1,U,2,2026092202,pooled,2048,6846,0.04166520245297983,0.0019446753698969213,0.0741237105128015,0.01867465052688289,0.02025646905515155,0.015174510147517709,6.416622579658959e-05,0.051252765640447395,0.0,0.014722275239418995,0.009812073846196567,0.005221837639308196,0.047557678631881546
0.10,0,1,U,3,2026092203,context_0,1861,6193,0.04481382974297343,0.00822650854732608,0.07087245257014424,0.01708087440027075,0.02157147563479661,0.034017197520467266,2.2526061276324544e-05,0.05170180103911559,0.0,0.01499754060090898,0.012476654230418337,0.004809558963048478,0.04579880120350316
0.10,0,1,U,3,2026092203,context_1,187,653,0.04362282289683139,0.0352778081052408,0.07000995299161132,0.058828548985574006,0.030002833414688457,0.029616103498158172,0.0005307284985693462,0.0531313930004074,0.0,0.02268018442236983,0.04276930223544173,0.017340264577034515,0.14205193149612513
0.10,0,1,U,3,2026092203,pooled,2048,6846,0.04447447808875993,0.004167173049140348,0.07071693581777959,0.015983734418410438,0.021779174859277106,0.03360337204228746,1.5488701998519344e-05,0.051642601758344016,0.0,0.014722275239418995,0.011893362404212997,0.004285973999908057,0.04377538768141678
0.10,0,1,U,4,2026092204,context_0,1861,6193,0.044450089981125374,0.0032891713912526696,0.07352519219212703,0.017327696730628474,0.022967993649879004,0.02530947992526951,4.024305089847958e-05,0.05264554177578251,0.0,0.01499754060090898,0.010308204396025106,0.00408988878956257,0.04889193895007021
0.10,0,1,U,4,2026092204,context_1,187,653,0.036275152889948536,0.009375973129209349,0.05866260529754932,0.0694752072926133,0.02401177269982635,0.020571339249707693,0.0004338411912664571,0.05086873288206309,0.0,0.02268018442236983,0.05590916332111756,0.019179273244112543,0.13720371498291978
0.10,0,1,U,4,2026092204,pooled,2048,6846,0.0429771513802607,0.003785084711256075,0.07184207113490955,0.019545631672639462,0.022984733117351164,0.024872981861213256,4.321288351526626e-05,0.052403263567409916,0.0,0.014722275239418995,0.011860187374515883,0.004162182499907911,0.04765930688448965
0.10,0,1,Ucal,0,2026092200,context_0,1861,6193,0.04727905723881792,0.004320816451122715,0.07563266833250042,0.016816183170382488,0.02316957767647454,0.018559732032556328,0.0001571706721576737,0.052407355006817764,0.0,0.01499754060090898,0.009159130647941847,0.0070877595997890005,0.0483131539785195
0.10,0,1,Ucal,0,2026092200,context_1,187,653,0.05351948134174156,0.01625513526676657,0.07573927193091569,0.050065234729343065,0.02574780089172346,0.006549092851025368,0.0013219254956654495,0.05215933736511507,0.0,0.02268018442236983,0.03453149037092307,0.020317886121282807,0.1308597890019677
0.10,0,1,Ucal,0,2026092200,pooled,2048,6846,0.04702062727891282,0.005419767385156259,0.07562606927295376,0.01670457310599254,0.02328093977277601,0.01743970056038563,0.00017156900398598526,0.05222670387129665,0.0,0.014722275239418995,0.010370385869903907,0.0074491642930644975,0.04582739210638999
0.10,0,1,Ucal,1,2026092201,context_0,1861,6193,0.04513127156933594,0.0023920865411063297,0.07399044124426583,0.018547273769995605,0.02521780409859542,0.02236718355472532,6.267667211859115e-05,0.05308131516911246,0.0,0.01499754060090898,0.011111662296091205,0.0057100032618487215,0.0503307126602992
0.10,0,1,Ucal,1,2026092201,context_1,187,653,0.05337665583972773,0.018989136602858274,0.08234926828791894,0.04632413178653461,0.024175563803429223,0.01653736384795937,0.0006734129986867493,0.05058975520286283,0.0,0.02268018442236983,0.03049399639313842,0.014074847543700164,0.13725226795728898
0.10,0,1,Ucal,1,2026092201,pooled,2048,6846,0.04567999371517384,0.0004247609956362378,0.07472169683943457,0.018245012271647577,0.024444197741093077,0.0218765859866836,6.657322123818821e-05,0.05254094342486096,0.0,0.014722275239418995,0.013463112499060964,0.004100317511960922,0.04897344888834339
0.10,0,1,Ucal,2,2026092202,context_0,1861,6193,0.04312825812229787,0.0035613775608508273,0.07515042953540932,0.01718478210891072,0.019482314328461925,0.01574046112957697,7.001797493701655e-05,0.05140329815728013,0.0,0.01499754060090898,0.007679435520596849,0.005554480404439166,0.050093456119435456
0.10,0,1,Ucal,2,2026092202,context_1,187,653,0.03219051373155868,0.014877479004400906,0.06434852166906413,0.05087743583347012,0.03448246682404016,0.013023324791763533,0.0002629249200660637,0.05318279531960737,0.0,0.02268018442236983,0.031370805979483926,0.012324897318938223,0.13104217543039715
0.10,0,1,Ucal,2,2026092202,pooled,2048,6846,0.04168547450390325,0.0019134321392605387,0.07411698948493288,0.01869441811741583,0.020044967606366648,0.01548005452560991,6.936754314377722e-05,0.051237785121650586,0.0,0.014722275239418995,0.009770349245128651,0.005701893492060409,0.047782048634838654
0.10,0,1,Ucal,3,2026092203,context_0,1861,6193,0.04485844770170183,0.008169232208456055,0.07085218236168199,0.01713990261752027,0.02159475093504798,0.03410518217717558,1.7292979526340488e-05,0.05171834101692669,0.0,0.01499754060090898,0.012766670962152872,0.005680697796660122,0.04569724530735574
0.10,0,1,Ucal,3,2026092203,context_1,187,653,0.04362574464990143,0.03503309911098966,0.0701092631306076,0.06045724820145583,0.029539548726247422,0.030888523960683548,0.0006158307408635103,0.052753037992566455,0.0,0.02268018442236983,0.04454550116972242,0.020047419453746017,0.14247493745338705
0.10,0,1,Ucal,3,2026092203,pooled,2048,6846,0.04449475013968335,0.004136613905235806,0.07070323592543871,0.01601142851546183,0.021779174859277106,0.03380012077888221,1.3455585857638334e-05,0.051645093652216124,0.0,0.014722275239418995,0.012258259320834096,0.005038264926951231,0.04387973910562263
0.10,0,1,Ucal,4,2026092204,context_0,1861,6193,0.044450089981125374,0.0032923751936350196,0.07350751223720767,0.01698094309224812,0.02285161714862216,0.025494489964204642,3.831463824053398e-05,0.0525827737388695,0.0,0.01499754060090898,0.009772788891284464,0.003733780480450635,0.04879852192917906
0.10,0,1,Ucal,4,2026092204,context_1,187,653,0.035831103156378385,0.009660007494928242,0.058531910490182956,0.0697892088381089,0.024243415044046868,0.019580896388841904,0.0008344073913480826,0.051119015819626454,0.0,0.02268018442236983,0.05605187535699283,0.021575508305482417,0.13814325555101836
0.10,0,1,Ucal,4,2026092204,pooled,2048,6846,0.0429771513802607,0.0038138280594273138,0.07182285159052604,0.01939299504173127,0.022900132537837237,0.024950191787032797,3.9709973840868916e-05,0.05236923737905433,0.0,0.014722275239418995,0.011535834559741647,0.004334341750641853,0.04738347741313949
0.10,0,1,E,0,2026092200,context_0,1861,6193,0.04736982346783947,0.004331702383960293,0.07579473559422996,0.017017674973054665,0.02296009997421211,0.02045684940854045,7.740516538858055e-05,0.052328291235657826,0.0,0.01499754060090898,0.009242860959995783,0.005423336661241322,0.048586221052911084
0.10,0,1,E,0,2026092200,context_1,187,653,0.053001366586173826,0.016107501961847244,0.0759290849577431,0.05231011615211053,0.02583649855355946,0.004727368101129142,0.0013432989301073316,0.0518621157224622,0.0,0.02268018442236983,0.0344066776184184,0.019913205651231353,0.13405580384829022
0.10,0,1,E,0,2026092200,pooled,2048,6846,0.047149151861898,0.005416343123766069,0.0757893808802933,0.01696436994779595,0.02304828817911253,0.018989126496790215,9.642142494845508e-05,0.05211413858696296,0.0,0.014722275239418995,0.010301989298937454,0.005271790268782257,0.04649626234267841
0.10,0,1,E,1,2026092201,context_0,1861,6193,0.045289107639660875,0.0023403799647937497,0.07423238363601267,0.01794843293337181,0.024635921592310983,0.022032227427216444,2.370903103033245e-05,0.052750349253358926,0.0,0.01499754060090898,0.011011050922420891,0.0036850177385873827,0.05027081182972215
0.10,0,1,E,1,2026092201,context_1,187,653,0.05309616754500801,0.019234294822962093,0.08254920218628115,0.04667917781934703,0.02472073632277494,0.01548926300909892,0.00011648115304624407,0.05099899169153783,0.0,0.02268018442236983,0.030882277519566653,0.007799337008424388,0.1355527829726994
0.10,0,1,E,1,2026092201,pooled,2048,6846,0.0458541864608189,0.00035443567920992426,0.07495381039827946,0.018471308123235056,0.023809693394738263,0.021479400392931697,2.998881375870468e-05,0.05223403777178668,0.0,0.014722275239418995,0.013820562895273295,0.0028631538828088245,0.048608833229036495
0.10,0,1,E,2,2026092202,context_0,1861,6193,0.04309285884819131,0.0034796434022848323,0.07539789128545803,0.017282345770537184,0.019528864928964662,0.015396871164092399,5.9362454077414536e-05,0.05140540115201483,0.0,0.01499754060090898,0.007762312019776533,0.005750487983423274,0.05004934258988558
0.10,0,1,E,2,2026092202,context_1,187,653,0.03219905205849133,0.014539212551138176,0.06457627570000368,0.049500306721391975,0.035872320889363304,0.01856267526026291,2.4177389682124143e-05,0.05387685443500832,0.0,0.02268018442236983,0.03018136881464874,0.01098952580955027,0.13134424643366868
0.10,0,1,E,2,2026092202,pooled,2048,6846,0.041643736685987254,0.0018724841311910424,0.07435556941655823,0.01844875931001517,0.0201507183307591,0.015655012182846567,6.292027420957687e-05,0.051236228872021214,0.0,0.014722275239418995,0.009939412494995114,0.005648713819131305,0.04793000594397984
0.10,0,1,E,3,2026092203,context_0,1861,6193,0.04512362361790212,0.008065362000701662,0.07114425191598835,0.01620133621673124,0.02108269432951776,0.03529963377374752,2.21839131524657e-05,0.051553501387257825,0.0,0.01499754060090898,0.011973526135860862,0.0066844416865915746,0.04598856147563375
0.10,0,1,E,3,2026092203,context_1,187,653,0.04361950401227621,0.03531028582572903,0.0704379955446521,0.05952872775306922,0.026759840595601103,0.025499175114627223,0.0004215119551637535,0.05167528639026548,0.0,0.02268018442236983,0.04560405514363565,0.019988183942624006,0.13995999522253216
0.10,0,1,E,3,2026092203,pooled,2048,6846,0.044848429781503774,0.00401697327796339,0.07100137401626215,0.016697228857504548,0.02135617196170725,0.03439141584686252,1.8515910872897055e-05,0.05143916648005769,0.0,0.014722275239418995,0.01264342828837852,0.005712700028445925,0.045299459945928176
0.10,0,1,E,4,2026092204,context_0,1861,6193,0.04455987240501391,0.0032729776229787474,0.07365965946390018,0.016965174315164474,0.02261886414610842,0.02425817101342735,2.8973842438124043e-05,0.05236897030468161,0.0,0.01499754060090898,0.009983548136381193,0.0034351711644885546,0.04905461626161065
0.10,0,1,E,4,2026092204,context_1,187,653,0.036305533448569516,0.009349096293900953,0.058664949180077516,0.06424698095329885,0.02437987417316334,0.018467788796413476,0.0005098920702773111,0.05144148453518352,0.0,0.02268018442236983,0.05004225479002978,0.01958447093147901,0.1335168251839161
0.10,0,1,E,4,2026092204,pooled,2048,6846,0.04305870353237684,0.003766573267428468,0.07198861194799884,0.018809471159537322,0.02268863108905228,0.023721620814871863,2.721300070027946e-05,0.05219258130024625,0.0,0.014722275239418995,0.011414202254201285,0.0038033111480624297,0.047453684441963184
0.10,0,1,Ecal,0,2026092200,context_0,1861,6193,0.047392132447203694,0.0043355190990065524,0.07579227174948185,0.01729354234991101,0.023076476475469065,0.02043282234719483,8.350391339057028e-05,0.05236139350208572,0.0,0.01499754060090898,0.009220551980631545,0.005871425429658958,0.04849938884033234
0.10,0,1,Ecal,0,2026092200,context_1,187,653,0.053223391452958846,0.01614195506927859,0.07598215373689746,0.05117520319682138,0.025373213865118427,0.004390948624165225,0.0014256755477183546,0.05174686123162545,0.0,0.02268018442236983,0.03329655328449301,0.02010626293633092,0.13349010786844132
0.10,0,1,Ecal,0,2026092200,pooled,2048,6846,0.04716942391282142,0.005423059072634771,0.07579198613056752,0.017302039592166862,0.023090588468869577,0.01893591869690317,0.0001045493288884306,0.052137384774104185,0.0,0.014722275239418995,0.010553782853224282,0.005307269435985008,0.046647895089621826
0.10,0,1,Ecal,1,2026092201,context_0,1861,6193,0.04531141661902505,0.0023118030624156628,0.07424484123109865,0.017890753163672467,0.024612646292059615,0.022226603434840217,3.198835731252429e-05,0.052725383070750524,0.0,0.01499754060090898,0.010832579087507349,0.004290773830985324,0.050087387709962815
0.10,0,1,Ecal,1,2026092201,context_1,187,653,0.05308286364025239,0.01894809614751889,0.08250290878083177,0.0468414128278316,0.02495237866699551,0.01556110700794236,0.00018827973071294378,0.051041199466339206,0.0,0.02268018442236983,0.031609765667461126,0.008872048534831785,0.1350497251742739
0.10,0,1,Ecal,1,2026092201,pooled,2048,6846,0.045874458511742267,0.000355614708878998,0.07496485790642315,0.01858943825144616,0.023809693394738263,0.02166180822911283,3.8289233447975305e-05,0.05221798920128568,0.0,0.014722275239418995,0.01395217552686466,0.0033619331811860853,0.048584613900946
0.10,0,1,Ecal,2,2026092202,context_0,1861,6193,0.04311516782755548,0.003479101915548348,0.07538988642537485,0.017326805083514,0.019505589628713293,0.015439571502407115,6.053352124155435e-05,0.05140786825318417,0.0,0.01499754060090898,0.007304291451413865,0.006559556770455507,0.05015301159136388
0.10,0,1,Ecal,2,2026092202,context_1,187,653,0.03175500232492118,0.014607951923830718,0.0644987538353284,0.05111651508594517,0.03564067854514279,0.018676848200016832,4.709530396076545e-06,0.05383771157733729,0.0,0.02268018442236983,0.03106388007446098,0.00879236765212261,0.13185945439018695
0.10,0,1,Ecal,2,2026092202,pooled,2048,6846,0.04163775204778869,0.0018666430606805722,0.07434480289889452,0.018550875051266843,0.0201507183307591,0.01570388847371454,5.9864869896440005e-05,0.05123869286986541,0.0,0.014722275239418995,0.009858324291301575,0.005991464313595128,0.047885737266921
0.10,0,1,Ecal,3,2026092203,context_0,1861,6193,0.04513208255632689,0.008067272923511639,0.0711343450433597,0.016041048219557263,0.021036143729015022,0.03558750602915338,2.0001641698850375e-05,0.051550554751818724,0.0,0.01499754060090898,0.011861981239039907,0.007134587432944617,0.04596880316332788
