prevalence,kappa,trial,repeat,model,group,amount_ks,amount_lag1_acf_error,amount_scaled_w1,gap_conditioned_mark_tv,gap_ks,gap_lag1_acf_error,gap_repeat_mi_error,gap_scaled_w1,gap_zero_rate_error,length_scaled_w1,mark_sparse_tv,short_gap_repeat_curve_l1,transition_conditioned_mark_tv
0.05,1,1,3,Ugap,context_1,0.04327139835297086,0.016700352179732134,0.06305714014929732,0.0707715300367052,0.03505892514820493,0.027619964248017687,0.010961509370864084,0.06416514858262574,0.0,0.028717506058895774,0.03651068590890462,0.019217348868576,0.16356250291078211
0.05,1,1,3,Ugap,pooled,0.034552078271145426,0.004217295740643937,0.06227240822371847,0.017287827105799118,0.02361991216073761,0.021449324676109077,7.381389214695076e-05,0.05268565544036669,0.0,0.014722275239418995,0.0134144621461013,0.007145633936988527,0.048128264426429535
0.05,1,1,4,Ugap,context_0,0.033745565437008906,0.002704485693802981,0.06497107570880849,0.016028286207317492,0.024353540455798295,0.011394554910784144,4.805837879000291e-06,0.05274224495794451,0.0,0.01467000997266243,0.009464009151968131,0.0039162598280121025,0.04802156760327393
0.05,1,1,4,Ugap,context_1,0.0337018888680855,0.03328598204155957,0.06689957415962158,0.08596017978576073,0.045278482539010685,0.013355996499236827,0.019762145264756954,0.07968561854077712,0.0,0.028717506058895774,0.059060229473023834,0.03247451514845307,0.1776339817384328
0.05,1,1,4,Ugap,pooled,0.0335310397039324,0.004038318245104316,0.06482933568589186,0.015481555621690669,0.025007142109180924,0.011525202262680626,4.057575676956406e-05,0.053305703788497125,0.0,0.014722275239418995,0.009728763606248043,0.003957633479255102,0.04596365144871041
0.05,1,1,0,Ucal,context_0,0.0359163712006032,0.003165994283864495,0.06642628370850376,0.020025572263266924,0.02616934682883587,0.012292128924264803,6.573253295814234e-06,0.05386819363825899,0.0,0.01467000997266243,0.014770165342072757,0.004494970056252366,0.04786477595514318
0.05,1,1,0,Ucal,context_1,0.059583524913335906,0.04154796014147694,0.07889750129112089,0.08882069239170738,0.028510346660498127,0.012676606528350065,0.019320475118295155,0.058437499723790615,0.0,0.028717506058895774,0.04791625327702885,0.044769094248304775,0.16635993848710193
0.05,1,1,0,Ucal,pooled,0.036670009366877754,0.004961648600180103,0.06691366325413917,0.01963751064949138,0.025863473176134688,0.012300673057691294,0.00012174538149951181,0.05379878743667696,0.0,0.014722275239418995,0.01429039812667025,0.005547065177250249,0.046669446462646216
0.05,1,1,1,Ucal,context_0,0.0346261330388859,4.6972309681160764e-05,0.06567693938897308,0.014696929777848308,0.02703296205503658,0.010784506763669197,1.7877678518084348e-05,0.053835544325246086,0.0,0.01467000997266243,0.011887146586300574,0.005785652263591215,0.04727756615515396
0.05,1,1,1,Ucal,context_1,0.05790512292890731,0.014955877175349918,0.08729273247682223,0.0731592220721625,0.03167992656811767,0.017490970668782385,0.008449052706044527,0.058235190606589604,0.0,0.028717506058895774,0.042607581065978936,0.030460777733034083,0.1688898378440908
0.05,1,1,1,Ucal,pooled,0.035392473159175264,0.0007150836763566183,0.06665548434520908,0.01598783734714389,0.02620187549419062,0.011107360180492229,6.105183387063347e-05,0.053540500518924415,0.0,0.014722275239418995,0.011624549625882562,0.006437141559438869,0.046779106955173365
0.05,1,1,2,Ucal,context_0,0.033289452723111734,0.0013416966515396743,0.0663484572992531,0.015685748533695816,0.023069189606576668,0.004298568809773404,5.396328905911716e-05,0.05208798601344989,0.0,0.01467000997266243,0.009408980304064504,0.004599671674859956,0.04648500564815852
0.05,1,1,2,Ucal,context_1,0.026987885094183282,0.007087338178981778,0.06449125954628752,0.07450788588579015,0.03290666226994091,0.017620683862499598,0.008401811741410026,0.05480877612129943,0.0,0.028717506058895774,0.03909679682005566,0.02870337554782662,0.16766745059340632
0.05,1,1,2,Ucal,pooled,0.03224754257424456,0.0010906076181954477,0.06592878609816781,0.01481616765574373,0.023177404776566157,0.004827085068851211,3.598728089456533e-05,0.05198117606918587,0.0,0.014722275239418995,0.010979671447298273,0.005625290856144716,0.04640281648180367
0.05,1,1,3,Ucal,context_0,0.034859937874968216,0.0035309525877248423,0.062275629310534715,0.016907544094182547,0.02315311652134555,0.021233449896732037,5.808795592537815e-05,0.05239253842138276,0.0,0.01467000997266243,0.01207109873423649,0.006837072277303631,0.04780844818666787
0.05,1,1,3,Ucal,context_1,0.04417514891781497,0.017210461932670538,0.06290551342944807,0.0743278178308208,0.034587671613803425,0.025825629788780613,0.005454182229138141,0.06363776448629535,0.0,0.028717506058895774,0.04260678939360325,0.03251585010218699,0.16244419996763626
0.05,1,1,3,Ucal,pooled,0.03461099737389589,0.004227928036212715,0.062285381414469994,0.01781435712784365,0.023556461726102096,0.02144560208773899,0.00010755050011604763,0.05266608978455639,0.0,0.014722275239418995,0.014002351622879652,0.007461322452989257,0.04830943102031076
0.05,1,1,4,Ucal,context_0,0.033812218213796985,0.0026766025926693994,0.06497980799816282,0.015998607944236683,0.024419972396275358,0.011895770237377937,1.1637709753163465e-05,0.05279622882054387,0.0,0.01467000997266243,0.009336663876477833,0.003540175762185972,0.04791806166640397
0.05,1,1,4,Ucal,context_1,0.03425113985271388,0.03319880661622982,0.06671638595619041,0.08967488738699708,0.04480722900460918,0.013143328181193598,0.016546732200406422,0.0785695716206856,0.0,0.028717506058895774,0.0658600731516585,0.03533638188891429,0.1797518593862196
0.05,1,1,4,Ucal,pooled,0.03355298967694642,0.004003681348108449,0.06482962357325588,0.015550122389522712,0.025112892833573375,0.011988790798677554,4.8134025216223664e-06,0.053342520915640575,0.0,0.014722275239418995,0.009726693749028341,0.0038349056836238056,0.04567815793252774
0.05,1,1,0,Egap,context_0,0.03586466153319734,0.0032315655902015526,0.06649142421033742,0.020687323221443392,0.025704323245496985,0.011155831120587267,7.979220294066639e-06,0.053665382122091126,0.0,0.01467000997266243,0.016297071296183074,0.0033425323763480556,0.047678055800407036
0.05,1,1,0,Egap,context_1,0.05963221276443907,0.04200253612201389,0.07845299467604644,0.08416622546720745,0.028981600194899634,0.010498784688166535,0.021318970503048124,0.05782854977935854,0.0,0.028717506058895774,0.04634574492779751,0.034044505379669104,0.16892058226830106
0.05,1,1,0,Egap,pooled,0.03678251216551909,0.005042568421069973,0.06695391574279373,0.020677532649630712,0.025419320133686307,0.01111318116072528,0.00013342968528021822,0.05360542066317787,0.0,0.014722275239418995,0.015790529895001258,0.004428376518703432,0.04706147496680177
0.05,1,1,1,Egap,context_0,0.034886992676161854,0.00022141764962262136,0.06570331722117588,0.014920716401249654,0.026257922749471807,0.01059898759205187,9.520975213425968e-06,0.053247994569980556,0.0,0.01467000997266243,0.011908370798882288,0.005037231981683388,0.04698355962428563
0.05,1,1,1,Egap,context_1,0.05699453005281642,0.016200059965790384,0.08703532010075388,0.07716756563993354,0.032151180102519175,0.02195753410182627,0.013575535410682932,0.05808325765354238,0.0,0.028717506058895774,0.044982089260721066,0.01984761417170544,0.16538011473158443
0.05,1,1,1,Egap,pooled,0.03560778216031285,0.0006061332615411995,0.06666808519376906,0.015682929240179954,0.02539816998880784,0.011147769968436236,9.684316744968747e-05,0.052987094136069335,0.0,0.014722275239418995,0.011100919723114042,0.006123218100802478,0.046217815500633454
0.05,1,1,2,Egap,context_0,0.033531451106333654,0.0013825766432390557,0.06642924574498879,0.01562724276959552,0.02253773408276083,0.00670108538602221,4.23654330840631e-05,0.05194133428624727,0.0,0.01467000997266243,0.01056477044853821,0.0043500187281704135,0.0471270263089417
0.05,1,1,2,Egap,context_1,0.027168556039914537,0.006834524418947266,0.06458874671391694,0.0828193748806127,0.03432042287314544,0.00895364415702625,0.0174992920927355,0.05612562139107717,0.0,0.028717506058895774,0.0481544335660492,0.019932966278139983,0.16670929279181382
0.05,1,1,2,Egap,pooled,0.0324393731418301,0.0011423756159032923,0.06599341729593226,0.013733547437607506,0.022733251734117776,0.006766758065960471,1.956911384627994e-05,0.05182611669299163,0.0,0.014722275239418995,0.010036885637548721,0.004538521403713019,0.04651102677610912
0.05,1,1,3,Egap,context_0,0.035057711875702724,0.0035038349920098488,0.062245413493727544,0.016581114121823653,0.022798812838801585,0.021441570149915934,7.841406755640157e-05,0.05210195475125775,0.0,0.01467000997266243,0.011321223048802231,0.006708102245803933,0.046891555437427776
0.05,1,1,3,Egap,context_1,0.04332008620407402,0.017726266586992702,0.06306713622204187,0.07220468455801043,0.032189323338985096,0.028086082486748126,0.014919089006338315,0.0590719711669778,0.0,0.028717506058895774,0.04297734861343955,0.02209673374464155,0.1622533284783275
0.05,1,1,3,Egap,pooled,0.03480360637677404,0.00422546967360967,0.06226586465502211,0.01750019887147501,0.023060585362940644,0.021730961870142895,0.0001026247654197089,0.05228396939049549,0.0,0.014722275239418995,0.013331111020389173,0.006942916498672808,0.047467931849079534
0.05,1,1,4,Egap,context_0,0.034038023901007686,0.002653797439719316,0.06493073829098675,0.015633574476598265,0.02433139647563931,0.012130462557909713,1.929023799856984e-06,0.05281059481259483,0.0,0.01467000997266243,0.008759764857464557,0.004079599525801741,0.04770174159121
0.05,1,1,4,Egap,context_1,0.03232008128439569,0.03250751814030703,0.06652086280152789,0.09232369451582881,0.04470522660773742,0.01296228423775067,0.020016811532331216,0.08066024247669216,0.0,0.028717506058895774,0.06506659123913862,0.038441617032182275,0.18451177904445212
0.05,1,1,4,Egap,pooled,0.033761906540991315,0.003952015512484895,0.06477612326867667,0.015162639455925766,0.025049442398937916,0.012213243306102767,5.2524454325346415e-05,0.05338537126893595,0.0,0.014722275239418995,0.009321252730560498,0.004239946411511618,0.045633216800850945
0.05,1,1,0,Ecal,context_0,0.03586466153319734,0.003243191790990808,0.06650074052445747,0.020360048259764566,0.025660035285179017,0.011175088402356037,1.127554542468685e-05,0.0536540856777936,0.0,0.01467000997266243,0.015999932320039108,0.0032856877706623697,0.04764857011450514
0.05,1,1,0,Ecal,context_1,0.05963221276443907,0.04157534413410477,0.07869310587419588,0.08394382010665051,0.028981600194899634,0.010533637395655271,0.023827416430630424,0.05783305400709394,0.0,0.028717506058895774,0.046074540591106695,0.04688508720562186,0.1689326572762723
0.05,1,1,0,Ecal,pooled,0.03682305626736587,0.0050363466914950085,0.06697245470613925,0.020404763447777502,0.02537701984392937,0.011133165528738012,0.0001341904642319083,0.05359553326342184,0.0,0.014722275239418995,0.015587809385767308,0.005363287050678535,0.04684582172598422
0.05,1,1,1,Ecal,context_0,0.034886992676161854,0.00021921592357632442,0.06568938360298458,0.014594358870506105,0.026235778769312823,0.010820890326938198,1.413795430199431e-06,0.053268191214332496,0.0,0.01467000997266243,0.011314092846594292,0.004519341657371263,0.04662963204324469
0.05,1,1,1,Ecal,context_1,0.056507651541784776,0.0167026273086731,0.08709427307961022,0.07274824100688439,0.03120867303371616,0.017145506084126183,0.020569264709903265,0.05703155349673254,0.0,0.028717506058895774,0.040493476534802494,0.035336799823964704,0.16587919423141637
0.05,1,1,1,Ecal,pooled,0.03560778216031285,0.00063124248872605,0.06665615044957506,0.01574895360193677,0.025440470278564886,0.011119753327629017,0.00010006904638374791,0.05302680666900605,0.0,0.014722275239418995,0.011163496310633545,0.005203809610166703,0.04596496642801551
0.05,1,1,2,Ecal,context_0,0.03344655425600679,0.0013755713969504637,0.0664086961317318,0.015414975058131586,0.022515590102601846,0.007021271558963579,5.0435372227151595e-05,0.05193892459728938,0.0,0.01467000997266243,0.010437425173047892,0.0045876232568808645,0.04717542441751158
0.05,1,1,2,Ecal,context_1,0.02762043132233659,0.0070185057824239845,0.06471996314484595,0.08018683968008203,0.03337791580434242,0.015080953133421698,0.02029074242190576,0.05520880689585689,0.0,0.028717506058895774,0.04540212800403618,0.03155547390720867,0.16923396891202389
0.05,1,1,2,Ecal,pooled,0.032345423215692226,0.0011299798269594813,0.0659824128853119,0.013485019068920594,0.022669801299482373,0.007328517954044017,9.9103178985377e-06,0.0518293477813712,0.0,0.014722275239418995,0.009751007067401517,0.005855575502049535,0.046604741591698993
0.05,1,1,3,Ecal,context_0,0.03503648766312101,0.0034993555811515618,0.06223063040405036,0.01666044451051851,0.02286524477927865,0.021521420271746278,9.02673573606291e-05,0.05209206509648047,0.0,0.01467000997266243,0.011224738158501956,0.007041791090459828,0.046920687727389006
0.05,1,1,3,Ecal,context_1,0.044154621984074605,0.017181335887833347,0.0626671089864769,0.06978935320782637,0.03175018394883392,0.022742642516683897,0.014069192045482418,0.05937178383770602,0.0,0.028717506058895774,0.037144023809433595,0.033890036736676864,0.16279564806736113
0.05,1,1,3,Ecal,pooled,0.03478333432585068,0.004196982567813143,0.06223720272515572,0.017387074714056427,0.02310288565269758,0.021564229358818437,0.00013149294426913509,0.052278621702528554,0.0,0.014722275239418995,0.013036626058776828,0.007486611620000692,0.0477265942409396
0.05,1,1,4,Ecal,context_0,0.03402489970688838,0.002646466811069032,0.06492528632883031,0.016012795830349917,0.024353540455798295,0.012312831512654596,5.804983608459832e-06,0.05283020145985803,0.0,0.01467000997266243,0.00920547332168056,0.004203910116539322,0.04785202073532444
0.05,1,1,4,Ecal,context_1,0.032786432861686976,0.03290123769408457,0.06635166111683036,0.09051293375241949,0.045176480142138924,0.011624351248829629,0.022484963499401163,0.08006103785163275,0.0,0.028717506058895774,0.06328080455175422,0.04302427311373901,0.1829392157966837
0.05,1,1,4,Ecal,pooled,0.033761906540991315,0.003962651690317004,0.06476772224500901,0.015277966090956226,0.025049442398937916,0.01232056824513747,3.259340764353701e-05,0.053397942293472,0.0,0.014722275239418995,0.009706421698104921,0.004551476032428487,0.045380055831937
0.05,1,2,0,Ugap,context_0,0.03459984904814978,0.0029112976215491344,0.06542169874829311,0.016219777574429037,0.022284262849310565,0.013348865426524956,1.4726585270504608e-05,0.050815655781812984,0.0,0.02251637809188664,0.008612307706200044,0.002004579047332235,0.04864697286296198
0.05,1,2,0,Ugap,context_1,0.06732834133691261,0.030824874294213822,0.0776162448246858,0.06784913704037748,0.036060510018764744,0.023065531823656255,0.02666787868970734,0.05531642516918095,0.0,0.03391238670694861,0.0380389272187906,0.04485579261526425,0.1687790027374411
0.05,1,2,0,Ugap,pooled,0.03585447074688386,0.004214257675310347,0.06594579637541939,0.015098138501453232,0.022536181976275438,0.01375364184511664,8.22536167977058e-05,0.050816892018151524,0.0,0.021296401696702435,0.009130700756286136,0.0037338751659980983,0.04742028649905767
0.05,1,2,1,Ugap,context_0,0.038499855274713224,0.0031903369201741936,0.07156311314785307,0.01603160180073365,0.020901025198416967,0.017269158648836908,1.0602863032217486e-05,0.05076137289148582,0.0,0.02251637809188664,0.010914116856260623,0.004590899721856061,0.046815917327795505
0.05,1,2,1,Ugap,context_1,0.04049870046553989,0.00560457856272157,0.07035941608873124,0.06402653150559766,0.03484658687876364,0.039879436491363246,0.014486173583890094,0.06038706535264855,0.0,0.03391238670694861,0.03940848505353379,0.02975011703741285,0.15778367862381776
0.05,1,2,1,Ugap,pooled,0.038045108610356204,0.0032458723623964517,0.07145661118488623,0.01641574472298544,0.02096135785475306,0.018213083093774868,9.068963223419569e-05,0.05068457416315024,0.0,0.021296401696702435,0.01255863547639161,0.004802737962801183,0.0459319014438102
0.05,1,2,2,Ugap,context_0,0.03745350581575774,0.005837061790303418,0.0686469484492962,0.017152900372662566,0.02380690385910844,0.011566719204806813,6.549698795340584e-05,0.05109176949358448,0.0,0.02251637809188664,0.011664351333597084,0.007149855733679311,0.04710883627074269
0.05,1,2,2,Ugap,context_1,0.05450227766625265,0.03631891640727353,0.08532752265214176,0.07637808492491777,0.03430703753452361,0.01660627664771247,0.00565992358049254,0.05334523366572279,0.0,0.03391238670694861,0.03753703525884904,0.020051676822921836,0.16020147876814103
0.05,1,2,2,Ugap,pooled,0.03800479393963019,0.007317470665518876,0.06918908868185279,0.020244071443438923,0.024013224515100573,0.01027734831513584,3.12658226427941e-05,0.0511237794046854,0.0,0.021296401696702435,0.015937951796288367,0.006565381628264588,0.047767420142888886
0.05,1,2,3,Ugap,context_0,0.03789108054047363,0.007129735547962747,0.07102555998931247,0.016889678338090415,0.019978158333592927,0.018028981170991415,1.782215314375101e-05,0.05063492504200488,0.0,0.02251637809188664,0.011370611736258031,0.005506580769132864,0.049016249196939546
0.05,1,2,3,Ugap,context_1,0.059713588220728,0.010223644474175786,0.07599315812976756,0.07997734261768215,0.03975636014226998,0.08325842344499829,0.0042345047939699315,0.06196621512722503,0.0,0.03391238670694861,0.04789517939907693,0.010442418744860562,0.1632968462719502
0.05,1,2,3,Ugap,pooled,0.038370314927272,0.007402295205083078,0.07124765344589913,0.018219552492841927,0.019505415923625535,0.020926579426576164,2.366142055612412e-05,0.050668821370984475,0.0,0.021296401696702435,0.013157214257891996,0.005539638812871765,0.04844541437522145
0.05,1,2,4,Ugap,context_0,0.03579663463391869,0.003115827592235856,0.06755490389142899,0.018399242411489856,0.025583242630529968,0.015216523375075633,1.7857495813783885e-05,0.05151535946707094,0.0,0.02251637809188664,0.011618333750456365,0.0037024792352504158,0.046197691734734654
0.05,1,2,4,Ugap,context_1,0.044820910597367564,0.013029199340293961,0.06757197132191392,0.08441114391257647,0.031058422252071418,0.006631049847941356,0.02276631707977806,0.053512627776605565,0.0,0.03391238670694861,0.05232421561976521,0.025296198968186155,0.17472577089300445
0.05,1,2,4,Ugap,pooled,0.03620020900118359,0.0022869185229310706,0.06753961680796537,0.017632968667354275,0.02470040630783102,0.014217617345855707,0.00010051898678399172,0.05146393024665529,0.0,0.021296401696702435,0.010687850306809098,0.004575022289963123,0.045949201362307394
0.05,1,2,0,Ucal,context_0,0.03459984904814978,0.0029104765119714435,0.06542044003785236,0.016158185026185587,0.022328397371333686,0.01334261573413853,1.3762866862017269e-05,0.05081958775683845,0.0,0.02251637809188664,0.008633460982842633,0.0021451304919911816,0.04881969848408617
0.05,1,2,0,Ucal,context_1,0.06649123846968652,0.030402143452458695,0.07793521935966725,0.06569280873299042,0.03461542331356243,0.025637586410711483,0.019012165813823152,0.054286294972614765,0.0,0.03391238670694861,0.040347329804201484,0.05887018628116621,0.17388455289029145
0.05,1,2,0,Ucal,pooled,0.03585447074688386,0.00419612517167425,0.06595410867607994,0.015150001368274978,0.02249398076088044,0.013855051302306562,6.632509853758337e-05,0.05082169720645377,0.0,0.021296401696702435,0.009273759906229988,0.004389916234460818,0.04760945141232316
0.05,1,2,1,Ucal,context_0,0.03852100855135576,0.003187128724853512,0.07155398723051978,0.015928877740946746,0.020901025198416967,0.017253194859768756,1.2094044252331437e-05,0.05075666892249959,0.0,0.02251637809188664,0.01089296357961807,0.004630997174221434,0.046793038617050337
0.05,1,2,1,Ucal,context_1,0.04025465860542787,0.0059346902969191866,0.07028661530143528,0.061033054164015575,0.03532828244716441,0.03693547271916156,0.01636594693904562,0.06157153571735554,0.0,0.03391238670694861,0.04167933384891798,0.02393829432494519,0.15812409682637352
0.05,1,2,1,Ucal,pooled,0.038094352107274965,0.0032574337476231046,0.07144835366412323,0.01613534393275437,0.02096135785475306,0.018081864842455914,8.45564086623769e-05,0.05067952366341665,0.0,0.021296401696702435,0.012457502790307485,0.00474697998902244,0.04584914783564625
0.05,1,2,2,Ucal,context_0,0.037432352539115143,0.005835847077904218,0.06864845364157468,0.017237272409700688,0.023784836598096853,0.011589195314515452,7.369946213677474e-05,0.05108161423628016,0.0,0.02251637809188664,0.011727811163524733,0.007584224327163983,0.047099725826931615
0.05,1,2,2,Ucal,context_1,0.0547369021913272,0.036151812077971676,0.08537068694070533,0.07360486322574913,0.03478873310292438,0.01702650834289174,0.0006156951182772485,0.05364444614524389,0.0,0.03391238670694861,0.036709754152091476,0.015076164628618716,0.16027687414898334
0.05,1,2,2,Ucal,pooled,0.03800479393963019,0.007308879254176839,0.0691937235305547,0.0203383951443071,0.023992123907403073,0.010278615897457918,6.727523454614802e-05,0.05111802762037047,0.0,0.021296401696702435,0.015811109296621627,0.007503932882472906,0.04792832914425287
0.05,1,2,3,Ucal,context_0,0.037882215528299346,0.00710654952584415,0.07102796827516718,0.017168020166558613,0.019867822028535098,0.017913679949680517,1.6309529974386204e-05,0.05063718876616874,0.0,0.02251637809188664,0.011455224842828234,0.00562156537829826,0.04900294760307352
0.05,1,2,3,Ucal,context_1,0.059666212670232775,0.009998014033966307,0.0764077358201865,0.07933834555366716,0.03927466457386921,0.083100974573492,0.003129632994374326,0.06178302698107342,0.0,0.03391238670694861,0.04286406926166821,0.02728074213229957,0.1726228434433588
0.05,1,2,3,Ucal,pooled,0.0384512210761393,0.007370928563550173,0.07127094882782734,0.01835544233850242,0.01948431531592798,0.020807493294590723,4.880562353134013e-05,0.050674516271073757,0.0,0.021296401696702435,0.01307630810902467,0.0057739788757949495,0.04857614117353384
0.05,1,2,4,Ucal,context_0,0.035923554293773974,0.0030929235045940293,0.06756101441375843,0.018364692421584665,0.025627377152553116,0.015148993690569199,2.3339514807063503e-05,0.0515368440930824,0.0,0.02251637809188664,0.011512567367243603,0.0044822502251698785,0.046228384934202275
0.05,1,2,4,Ucal,context_1,0.04518651118704295,0.01358294393052142,0.06754698371053885,0.08435841370674212,0.0329852045256745,0.007059787928265365,0.017490233927972665,0.053119541142086425,0.0,0.03391238670694861,0.04863077148310778,0.02281563813296918,0.17565681827912066
0.05,1,2,4,Ucal,pooled,0.03632156822448457,0.0022415257003808343,0.06753820034044292,0.017696736120847798,0.02467930570013352,0.014127203839422772,7.222542975110816e-05,0.05145278523787193,0.0,0.021296401696702435,0.010868016070033522,0.004873079205556732,0.04624105075081043
0.05,1,2,0,Egap,context_0,0.03417767773936031,0.002952503736878014,0.06504188923475651,0.01617776365192522,0.021931186673125547,0.014539715375021661,1.5349038196388355e-05,0.050833694870942525,0.0,0.02251637809188664,0.009205266868513869,0.002041997126218787,0.04798952048194265
0.05,1,2,0,Egap,context_1,0.06664769333644394,0.03199755689242137,0.07713411458738859,0.07404887313240566,0.037505596723967055,0.028875635971191832,0.02880262257549148,0.058832606926471985,0.0,0.03391238670694861,0.04579366930918241,0.0436013707760372,0.1746127433491996
0.05,1,2,0,Egap,pooled,0.03533472304459251,0.0043015347306211,0.06555632289330822,0.014970318614088837,0.022325175899300442,0.01515720569917789,9.835681659576927e-05,0.05082999982765022,0.0,0.021296401696702435,0.009784433107188333,0.004020126628046088,0.046981829491881386
0.05,1,2,1,Egap,context_0,0.038347415273070895,0.002947971468910098,0.07115049543199409,0.016917506393447995,0.020989294242463208,0.017004718056757323,5.354888237337743e-06,0.050700869656452645,0.0,0.02251637809188664,0.011506408602252088,0.00528209266800471,0.047887060993634226
0.05,1,2,1,Egap,context_1,0.04049870046553989,0.00614961367200487,0.06984397817690637,0.060361282767185276,0.033401500173561326,0.036928644979008024,0.019560834948863272,0.058645002953197176,0.0,0.03391238670694861,0.03849344362823687,0.029871946678981284,0.15259043899670025
0.05,1,2,1,Egap,pooled,0.037911881546421444,0.003039354637794512,0.07104487464182135,0.017902808184262146,0.02104576028554317,0.01782956961410026,0.0001088722257901022,0.05066041754702957,0.0,0.021296401696702435,0.014255034439180695,0.005641517791114176,0.04692960015209051
0.05,1,2,2,Egap,context_0,0.03736873906523508,0.005935388810803548,0.06824923897555801,0.017215066692325056,0.02400550920821251,0.012075520646103358,6.919178135124528e-05,0.05117359730412177,0.0,0.02251637809188664,0.011552874110354567,0.007450700827725688,0.047116796251095085
0.05,1,2,2,Egap,context_1,0.05449418915763151,0.03667693674809408,0.08443638664859585,0.0712454728137439,0.029971777418916677,0.015566455653519301,0.0029542156803212677,0.0534410454431356,0.0,0.03391238670694861,0.03458328523559456,0.020324170512185578,0.16339150385974952
0.05,1,2,2,Egap,pooled,0.03795743325076334,0.007426352611482267,0.06876181180267958,0.020990725490762325,0.024055425730495572,0.010808372707890243,6.012035904659789e-06,0.05117196737950918,0.0,0.021296401696702435,0.016370927891781677,0.006449020583297547,0.047895541179913424
0.05,1,2,3,Egap,context_0,0.03736241364939574,0.007276798971725577,0.0705646722973756,0.01702485971301934,0.020331234509777918,0.01816585969566606,1.6188319177165642e-05,0.05065012816311713,0.0,0.02251637809188664,0.011519812208004477,0.004215977423368986,0.04917804956272053
0.05,1,2,3,Egap,context_1,0.060542198153901904,0.010248675547548108,0.07633894347124663,0.08220256595601029,0.04301679771804585,0.08161201983221861,1.1982271358540464e-05,0.06590250127957462,0.0,0.03391238670694861,0.044233049345795666,0.016973999242773114,0.16618227267135652
0.05,1,2,3,Egap,pooled,0.03817419034151437,0.007543765683181556,0.07082805759161119,0.018294366077793164,0.01980506532201065,0.02103274450279366,2.5930696556483897e-06,0.050694068209795905,0.0,0.021296401696702435,0.013701783056814786,0.004677184468232593,0.048332550181460175
0.05,1,2,4,Egap,context_0,0.03572194578857024,0.0029009170191471767,0.0672763039385392,0.018623758968347094,0.025914251545703426,0.016312330611231746,1.6682339426748224e-05,0.05161556119626405,0.0,0.02251637809188664,0.01175509393964403,0.003970446730056543,0.04609705637098507
0.05,1,2,4,Egap,context_1,0.04616082982552047,0.012915941917162953,0.06743031614198493,0.08250777570618313,0.03202181338887296,0.009696605804724368,0.013494202570285468,0.053107100975496035,0.0,0.03391238670694861,0.04880328781698431,0.02422298554465951,0.17132294275207444
0.05,1,2,4,Egap,pooled,0.03616249294325957,0.002085776487647284,0.06725418840913676,0.01814471522424157,0.024869211169411043,0.015120588060449983,0.000103125447384358,0.051504604459263664,0.0,0.021296401696702435,0.010852945471473061,0.004922962326395932,0.04595403416838999
0.05,1,2,0,Ecal,context_0,0.03417767773936031,0.0029752211120479322,0.06503757761182657,0.016098237332501448,0.021997388456160255,0.014599430987591186,1.3804094631808918e-05,0.05083343369790987,0.0,0.02251637809188664,0.009027690228500054,0.0021004857554525716,0.04805301346125392
0.05,1,2,0,Ecal,context_1,0.06710937385352612,0.03153787865510306,0.07719809978940634,0.06996362163939672,0.0384689878607686,0.02977284321195814,0.02011920044689775,0.0600274375955271,0.0,0.03391238670694861,0.03615349585920358,0.046246887839623774,0.17039009296839627
0.05,1,2,0,Ecal,pooled,0.03535494958180929,0.004304355792340767,0.06555206257638796,0.01485983634353241,0.02240957833009044,0.015255940408934354,8.394202733600915e-05,0.050828697627138805,0.0,0.021296401696702435,0.009440581974502232,0.003653782677138519,0.047117785710702326
0.05,1,2,1,Ecal,context_0,0.0383262619964283,0.002953096777744383,0.07117429768736842,0.017032587205881758,0.020967226981451703,0.016991327865945427,9.045689273223844e-06,0.05070863087422837,0.0,0.02251637809188664,0.011561202588091927,0.005286126644315869,0.048271453486307334
0.05,1,2,1,Ecal,context_1,0.04049644723813829,0.006763835091912834,0.06984746925988382,0.0621525202138131,0.033401500173561326,0.03697878214660394,0.013608122825780486,0.0589209438706718,0.0,0.03391238670694861,0.03895512414531904,0.02627099220732346,0.15240950216364774
0.05,1,2,1,Ecal,pooled,0.03793210808363828,0.003072812402507342,0.07106194543137079,0.01781598371410909,0.021024659677845614,0.01781962742197246,9.00547918116011e-05,0.0506606109165894,0.0,0.021296401696702435,0.013992089455361874,0.0059280494500627366,0.04705029969477966
0.05,1,2,2,Ecal,context_0,0.03734758578859254,0.005956623630251895,0.06824969219060048,0.01717643555075341,0.02400550920821251,0.012066041026345675,8.139303382629059e-05,0.05116475772208183,0.0,0.02251637809188664,0.011561224537227941,0.007714504680478813,0.04686615751231063
0.05,1,2,2,Ecal,context_1,0.054241249938036244,0.03641863463508858,0.08448046016350069,0.07824410156059548,0.03189855969251976,0.011834737907276974,0.0011901435625528423,0.05327610027215997,0.0,0.03391238670694861,0.03870085609930745,0.02224469907737877,0.16597429957508192
0.05,1,2,2,Ecal,pooled,0.03791698017632972,0.007434659289210636,0.06876476727401298,0.021053057150945874,0.02413982816128557,0.01096809784583562,3.951168074051522e-05,0.05118180040444031,0.0,0.021296401696702435,0.01663387287560044,0.007513890536387569,0.047836335811297336
